,state_idx,action_idx,rank,mape,mae,weight
2604,289,3,9,2.6580677655979534,1.204462214612426,0.126
2605,289,4,9,1.5747171571328806,0.7713290028454066,0.126
2606,289,5,9,3.036079481279819,1.1101058060757365,0.126
2607,289,6,9,2.838541064300341,0.7839991461720084,0.126
2608,289,7,8,1.188841219573424,0.9881572088956992,0.126
2609,289,8,9,3.979421624576491,2.2445832132999723,0.126
2610,290,0,9,2.6130294185542025,0.6965611224209042,0.126
2611,290,1,9,2.7592886661206797,0.9678850295310083,0.126
2612,290,2,9,2.594390477846153,1.1551627272790121,0.126
2613,290,3,9,2.5870369618048215,1.2517570513865717,0.126
2614,290,4,9,1.400745823749536,0.6840705708924819,0.126
2615,290,5,9,3.567112165751979,1.023297993086973,0.126
2616,290,6,9,3.007489517837586,0.8022622364754873,0.126
2617,290,7,9,1.2634024868862157,0.8851605184130183,0.126
2618,290,8,9,3.8955055635715516,2.097916558757335,0.126
2619,291,0,9,2.287172542794869,0.7119970642156721,0.126
2620,291,1,9,2.399119805640759,0.9551515500312586,0.126
2621,291,2,9,2.0339406296032316,1.1069462155629506,0.126
2622,291,3,9,2.1413205944054896,1.2054871733055197,0.126
2623,291,4,9,1.5343194735258239,0.6643817238544462,0.126
2624,291,5,9,3.732467804590162,1.0080729121398169,0.126
2625,291,6,9,3.3439833655514826,0.8306694467319858,0.126
2626,291,7,9,1.4105846294123026,0.8448984764237477,0.126
2627,291,8,9,3.8092515688292443,1.9779165658262563,0.126
2628,292,0,9,2.1124691119232857,0.7686091821480702,0.126
2629,292,1,9,1.9334822300141872,0.9388352334324375,0.126
2630,292,2,9,1.763683732254522,1.1335929250924734,0.126
2631,292,3,9,1.8048521799753416,1.245300136092108,0.126
2632,292,4,9,1.0790347649028316,0.7207280455695378,0.126
2633,292,5,9,2.937983005715171,1.1063033292520033,0.126
2634,292,6,9,3.1234934323623285,0.7363038061271592,0.126
2635,292,7,9,1.445587746033171,0.8270190001485456,0.126
2636,292,8,9,3.690364598373644,1.8641665813619746,0.126
2637,293,0,9,1.218904112528142,0.894875770480393,0.064
2638,293,1,9,1.215162384904844,1.081952973369929,0.064
2639,293,2,6,0.7815416208067253,1.3235455483138614,0.064
2640,293,3,6,0.8161842503962041,1.4346256270085254,0.064
2641,293,4,6,0.810550722438375,0.7194975903341163,0.064
2642,293,5,9,2.6716201729852025,1.3493309720953544,0.064
2643,293,6,9,2.4719976938738357,0.6811278176644505,0.064
2644,293,7,9,1.2490024184406312,0.826997349381641,0.064
2645,293,8,9,3.308944693311084,1.7912499152476442,0.064
2646,294,0,1,0.4116245855313369,0.9457831714649325,0.064
2647,294,1,3,0.5466180479100952,1.221195245549403,0.064
2648,294,2,3,0.5326042428858644,1.420947779641848,0.064
2649,294,3,3,0.5232713539765309,1.3998570411184954,0.064
2650,294,4,3,0.4522632651424088,0.9241140830867302,0.064
2651,294,5,9,1.0310607903095523,1.2843870329197429,0.064
2652,294,6,4,0.6203267451808895,0.5843096532487222,0.064
2653,294,7,3,0.4683399827934527,0.879672902980992,0.064
2654,294,8,9,1.120346485761888,1.7637499159491756,0.064
2655,295,0,1,0.3473289699445686,0.9541994020105236,0.064
2656,295,1,3,0.4517415435122649,1.165987444282336,0.064
2657,295,2,3,0.48567659667493546,1.3698443604720936,0.064
2658,295,3,3,0.438594709589523,1.2861554387300942,0.064
2659,295,4,2,0.41822216584513344,0.9866045910569765,0.064
2660,295,5,6,0.6737779524660983,1.3594228690289798,0.064
2661,295,6,1,0.25891191399383223,0.5645653610329205,0.064
2662,295,7,1,0.2991561112701951,0.830802306327748,0.064
2663,295,8,6,0.6631821213834974,1.7395832751402713,0.064
2664,296,0,7,0.3906359264797951,0.6966216518562955,0.112
2665,296,1,0,0.2203527431974376,0.5974297736325865,0.112
2666,296,2,7,0.3090404792908683,0.6929436837033784,0.112
2667,296,3,7,0.3150215652504065,0.6470127932775629,0.112
2668,296,4,5,0.28810022757619397,0.693455265198049,0.112
2669,296,5,7,0.4965979706912231,1.0044083940654127,0.112
2670,296,6,7,0.33284232639894246,0.6221143316939196,0.112
2671,296,7,1,0.2551058937184289,0.6966133637650959,0.112
2672,296,8,7,0.6241100727905108,1.6529166182156596,0.112
2673,297,0,7,0.544158514753021,0.8053527153290579,0.112
2674,297,1,1,0.25658387850251735,0.5161294533593034,0.112
2675,297,2,7,0.3727451446046722,0.731047410011792,0.112
2676,297,3,7,0.39526571747407274,0.7615325125863103,0.112
2677,297,4,7,0.4284500103346269,0.820533504045684,0.112
2678,297,5,7,0.44107986942597394,0.9896105320180749,0.112
2679,297,6,7,0.40276100949723864,0.6525010415091742,0.112
2680,297,7,1,0.27880812215911094,0.6998324225916592,0.112
2681,297,8,8,0.6010221982383079,1.5708332861436283,0.112
2682,298,0,8,0.7816816323547279,1.0060105916605055,0.064
2683,298,1,8,0.44937936701120923,0.7106116556569454,0.064
2684,298,2,8,0.498644194000162,0.7147434521575633,0.064
2685,298,3,8,0.5353734443532074,0.7809391412938124,0.064
2686,298,4,8,0.7242468821491322,1.1098743747954531,0.064
2687,298,5,6,0.418084557916756,0.9701943180884003,0.064
2688,298,6,8,0.4975904238637754,0.7243892439678005,0.064
2689,298,7,2,0.33312355165263796,0.7321025522900788,0.064
2690,298,8,8,0.6671155744737739,1.519166644388765,0.064
2691,299,0,9,0.9335152449035515,1.27658288988815,0.064
2692,299,1,8,0.6932980128641374,1.0489889596923951,0.064
2693,299,2,8,0.6226424504884844,0.799764394603503,0.064
2694,299,3,8,0.6747186604928533,0.8898672998114145,0.064
2695,299,4,9,0.7882390834634433,1.2196807292515344,0.064
2696,299,5,7,0.48465236081187624,1.0892171345805488,0.064
2697,299,6,8,0.5341786581696605,0.7517218923626494,0.064
2698,299,7,1,0.3056535294781662,0.6532387603327636,0.064
2699,299,8,8,0.6569675162516585,1.4395833139783072,0.064
2700,300,0,9,1.1483062077329718,1.6781392305214087,0.064
2701,300,1,9,1.004350277739147,1.5829296552113867,0.064
2702,300,2,9,0.8949904066759234,1.3596406983637532,0.064
2703,300,3,9,1.0072090889654963,1.4346363589030355,0.064
2704,300,4,7,0.6116761991332126,1.0444903973400856,0.064
2705,300,5,8,0.627299610580073,1.2576409046755739,0.064
2706,300,6,9,0.8159755757011823,1.2610892404110465,0.064
2707,300,7,1,0.31499977963030856,0.551793148277941,0.064
2708,300,8,8,0.6468509990024451,1.3387499642986265,0.064
2709,301,0,9,0.9430221476026496,1.3334683141313117,0.064
2710,301,1,9,0.785961705943353,1.2278352876759009,0.064
2711,301,2,8,0.5657187076911964,0.7816200193108411,0.064
2712,301,3,8,0.6264700851120238,0.815010161903522,0.064
2713,301,4,8,0.5352315586641513,0.9005407984555958,0.064
2714,301,5,7,0.5103550954349171,1.0131614252079657,0.064
2715,301,6,8,0.6681987391431233,0.9955425489769828,0.064
2716,301,7,1,0.26791986041190746,0.520848367753506,0.064
2717,301,8,8,0.6288725211051344,1.2424999675803414,0.064
2718,302,0,8,0.63175335509198,0.7906576915179802,0.134
2719,302,1,8,0.5774857815431235,0.7549144227586982,0.134
2720,302,2,5,0.3949743089354845,0.7457680891621544,0.134
2721,302,3,7,0.45337682845084015,0.731151209257515,0.134
2722,302,4,7,0.4662976191703551,1.010657561005302,0.134
2723,302,5,5,0.39388639901692235,0.7720645079923107,0.134
2724,302,6,9,0.7129321045193765,1.1189007359784136,0.134
2725,302,7,0,0.33319639302341136,0.6708938390370592,0.134
2726,302,8,8,0.6100863253267087,1.1654166249506073,0.134
2727,303,0,5,0.5212733461423004,0.7810609911979961,0.112
2728,303,1,5,0.4418680644220429,0.6576803527374759,0.112
2729,303,2,4,0.4163581499115754,0.8360474747218523,0.112
2730,303,3,5,0.47560523778504615,0.7609132600593519,0.112
2731,303,4,5,0.5416200508300896,1.149904862784026,0.112
2732,303,5,5,0.46411191710730987,0.8430354969146782,0.112
2733,303,6,7,0.6580764587937589,1.0402702025242843,0.112
2734,303,7,5,0.44705769829423664,0.970479759888503,0.112
2735,303,8,5,0.5955760067954489,1.1104166236830082,0.112
2736,304,0,4,0.4281125888723885,0.7685567615824307,0.112
2737,304,1,2,0.3478282878472377,0.7097398930754789,0.112
2738,304,2,3,0.3789594827792837,0.9227195480862639,0.112
2739,304,3,5,0.4647375970168263,0.795465788706994,0.112
2740,304,4,5,0.5910390268666358,1.1972300641345506,0.112
2741,304,5,5,0.5025725188842359,0.9202816321821256,0.112
2742,304,6,5,0.5001458475175175,0.7309830780173782,0.112
2743,304,7,5,0.5582861558468962,1.2211127078663424,0.112
2744,304,8,5,0.5887673557503558,1.0929166424908383,0.112
2745,305,0,4,0.3671898375897693,0.6274338248848539,0.064
2746,305,1,1,0.29848118503144444,0.7256527031644335,0.064
2747,305,2,4,0.3660044280390287,0.9860102321011629,0.064
2748,305,3,4,0.39630096965652867,0.755580488554019,0.064
2749,305,4,4,0.3979664416865956,0.8292511989399708,0.064
2750,305,5,5,0.5092879806259077,0.9794222021839699,0.064
2751,305,6,1,0.28675353297302336,0.3861308721021926,0.064
2752,305,7,8,0.7307393579049739,1.6441779792485072,0.064
2753,305,8,6,0.5820422816567613,1.0808333183609127,0.064
2754,306,0,6,0.5197332883854673,0.7000485243911122,0.064
2755,306,1,2,0.33167609388055225,0.6809842223401246,0.064
2756,306,2,5,0.36627186751783664,0.8425796366792682,0.064
2757,306,3,6,0.4104821347167591,0.6891603460464676,0.064
2758,306,4,1,0.31594837433479733,0.6810066420345366,0.064
2759,306,5,5,0.3673333853111382,0.7034481087768945,0.064
2760,306,6,1,0.30954068828920084,0.3866335876157388,0.064
2761,306,7,8,0.8027357906604821,1.792162346256801,0.064
2762,306,8,7,0.5698762775243426,1.0470833155152912,0.064
2763,307,0,8,0.7247095128315711,0.8670393095027255,0.202
2764,307,1,7,0.4942289220361243,0.7183847704754496,0.202
2765,307,2,7,0.5362807326836221,0.9203897815050596,0.202
2766,307,3,8,0.6165344123884532,0.8515933752511365,0.202
2767,307,4,1,0.29874974217463834,0.5977782074778092,0.202
2768,307,5,1,0.24079137077902135,0.3909289349140921,0.202
2769,307,6,7,0.48617381277456645,0.6052861294226979,0.202
2770,307,7,8,0.6523800412695456,1.5158277538801006,0.202
2771,307,8,7,0.5468196594455793,0.9641666348978833,0.202
2772,308,0,8,0.7531702387731919,0.8670509100808795,0.202
2773,308,1,6,0.49950400841179476,0.7966720220324328,0.202
2774,308,2,8,0.5576168404395582,1.0761528315657725,0.202
2775,308,3,8,0.7052371782189423,0.9892907512829252,0.202
2776,308,4,1,0.29214412234394355,0.6120954664860244,0.202
2777,308,5,1,0.3486517339903649,0.5412804319110475,0.202
2778,308,6,8,0.6916255496756238,0.9431444659758917,0.202
2779,308,7,8,0.5460218513031204,1.331166782427067,0.202
2780,308,8,8,0.5208314568450638,0.8745832976352516,0.202
2781,309,0,8,0.7047159708756006,0.8500772587052371,0.064
2782,309,1,3,0.42504159016876414,0.8513281587910916,0.064
2783,309,2,7,0.48509710195909445,1.2555056650854366,0.064
2784,309,3,8,0.635586889113818,0.9962378529323637,0.064
2785,309,4,0,0.3368994486425141,0.6655246867006902,0.064
2786,309,5,0,0.3117472433117327,0.5805286132454887,0.064
2787,309,6,8,0.6189457864601312,0.7955798282059029,0.064
2788,309,7,7,0.5162418512695497,1.2901448558309834,0.064
2789,309,8,7,0.4997997561054522,0.8104166294467645,0.064
2790,310,0,9,0.6948822093778283,0.9033025906236629,0.202
2791,310,1,3,0.4211589365617913,0.8833223991544469,0.202
2792,310,2,6,0.550970037695863,1.3842106707531396,0.202
2793,310,3,6,0.5799396604539538,1.0012724428232327,0.202
2794,310,4,3,0.40523057878784857,0.7922722657232409,0.202
2795,310,5,1,0.32546254964602994,0.47153011213495466,0.202
2796,310,6,9,0.640787504582809,0.8142251675530153,0.202
2797,310,7,4,0.45532872756487763,1.1946324797247916,0.202
2798,310,8,6,0.49081747159224826,0.7937499766004846,0.202
2799,311,0,7,0.6947582081233885,0.9554149563103151,0.202
2800,311,1,5,0.45508793664153613,0.9802794875337723,0.202
2801,311,2,7,0.6500908600045916,1.5356732495732939,0.202
2802,311,3,7,0.555694859226267,1.058799306625602,0.202
2803,311,4,7,0.65165129635246,1.2418266803056186,0.202
2804,311,5,1,0.23912696956121396,0.41668451380184407,0.202
2805,311,6,7,0.6194910592714553,0.8053013505380328,0.202
2806,311,7,1,0.35976641839189605,1.0136779691678541,0.202
2807,311,8,7,0.48920366331104237,0.793333317904382,0.202
2808,312,0,7,0.6279894006908421,1.063365313187621,0.202
2809,312,1,5,0.49079383595166376,1.1958505964991495,0.202
2810,312,2,7,0.6354176974993833,1.7653717301455811,0.202
2811,312,3,6,0.5184802471934781,1.2934938943552197,0.202
2812,312,4,8,0.8402931403100782,1.6537770612163347,0.202
2813,312,5,0,0.23530309470223432,0.4858873811751489,0.202
2814,312,6,7,0.6838453548916963,0.9138017563939286,0.202
2815,312,7,1,0.37280787826609196,0.9730649722602372,0.202
2816,312,8,5,0.4876597835342069,0.8033333118099838,0.202
2817,313,0,3,0.48340475799075905,1.2046704168129254,0.202
2818,313,1,3,0.49319420214738213,1.6187010575873348,0.202
2819,313,2,6,0.7194394849252115,2.281491667784243,0.202
2820,313,3,3,0.46659045768866286,1.5375303298660665,0.202
2821,313,4,6,0.7191940950078258,1.5849366781243768,0.202
2822,313,5,0,0.2599149415511152,0.734214793729076,0.202
2823,313,6,5,0.6068630994864076,0.8878803702443451,0.202
2824,313,7,1,0.39749966508572215,1.0830678438448078,0.202
2825,313,8,4,0.5085054763868145,0.90291662174903,0.202
2826,314,0,3,0.48181116266709106,1.5495067743280193,0.202
2827,314,1,5,0.7257024668482054,2.219204609034487,0.202
2828,314,2,5,0.8725976149126314,2.76437045809695,0.202
2829,314,3,4,0.6443003735108666,2.0498353550066466,0.202
2830,314,4,5,0.9256784336782707,2.0701101370199675,0.202
2831,314,5,0,0.30442735525932124,0.7905333667020229,0.202
2832,314,6,4,0.5379973174460493,0.9057670915907869,0.202
2833,314,7,2,0.4304503611289159,1.2212187924799016,0.202
2834,314,8,3,0.52346272455048,1.0454166236993478,0.202
2835,315,0,2,0.5195198705618141,1.84304461091478,0.064
2836,315,1,5,0.8373185821317769,2.6523212609332294,0.064
2837,315,2,5,0.9057022127863242,3.0602141650218724,0.064
2838,315,3,4,0.6529586260538839,2.238643929305718,0.064
2839,315,4,5,0.878533290669986,2.3536354215966084,0.064
2840,315,5,0,0.36088699472728564,1.131696788674453,0.064
2841,315,6,2,0.45553710749655313,1.0376512118843624,0.064
2842,315,7,2,0.4506972105885567,1.465975290726508,0.064
2843,315,8,3,0.5403832696407571,1.2695833168481256,0.064
2844,316,0,1,0.46745489941235735,1.7150359892915343,0.064
2845,316,1,3,0.6027354891579582,2.361688106025218,0.064
2846,316,2,6,0.7390625240589243,2.7677150013820166,0.064
2847,316,3,3,0.5772934703523561,2.057759972429507,0.064
2848,316,4,1,0.5029416047389442,1.6949351440288212,0.064
2849,316,5,0,0.42080506763324066,1.4348027342585414,0.064
2850,316,6,1,0.481009295357536,1.2541153050367015,0.064
2851,316,7,1,0.4963636167775924,1.6287370886103154,0.064
2852,316,8,2,0.5640552589659302,1.464583296241208,0.064
2853,317,0,1,0.5244061955516309,1.824314582789641,0.064
2854,317,1,3,0.6184472819792409,2.484044143195503,0.064
2855,317,2,6,0.7201157536501513,2.9581983240680447,0.064
2856,317,3,2,0.6016015398420033,2.376929311957571,0.064
2857,317,4,1,0.49261168939913397,1.8250151444587683,0.064
2858,317,5,1,0.5449599792495738,1.7424175765440362,0.064
2859,317,6,1,0.4652303686813854,1.3378992105059755,0.064
2860,317,7,1,0.4978502543740779,1.6952088410116088,0.064
2861,317,8,2,0.5696506242701432,1.650416646839499,0.064
2862,318,0,2,0.5800807071454801,1.8291245529418507,0.064
2863,318,1,2,0.5935509390094309,2.382918837436752,0.064
2864,318,2,6,0.8010399659167854,3.0057970419179587,0.064
2865,318,3,2,0.6043283998202685,2.315873099162753,0.064
2866,318,4,1,0.49710418302104625,1.9739503925476525,0.064
2867,318,5,5,0.6564755497347798,1.9366468617277028,0.064
2868,318,6,1,0.5514187184209484,1.4913870408044108,0.064
2869,318,7,1,0.5208687753215289,1.7301298712207174,0.064
2870,318,8,1,0.5588646993957571,1.7474999958039312,0.064
2871,319,0,2,0.581864621500702,1.957439578271934,0.064
2872,319,1,3,0.6414362725381774,2.5988760225132386,0.064
2873,319,2,6,0.833819371268112,3.33862358633851,0.064
2874,319,3,3,0.6222221154275916,2.6139672426462166,0.064
2875,319,4,1,0.5568435031755372,2.327251622944312,0.064
2876,319,5,4,0.6574201259940962,2.1112484586752713,0.064
2877,319,6,1,0.551230830451097,1.5751601552727272,0.064
2878,319,7,1,0.525734088431134,1.7882484993614483,0.064
2879,319,8,1,0.5529217794341196,1.8491666714527506,0.064
2880,320,0,1,0.5624534589408313,2.2637968532284853,0.064
2881,320,1,3,0.6674820308357723,2.8960538568553518,0.064
2882,320,2,6,0.8536382330357823,3.75653554518899,0.064
2883,320,3,3,0.7111537881046401,3.116619436939454,0.064
2884,320,4,1,0.561328345243877,2.4013244060846723,0.064
2885,320,5,2,0.5986069640495636,2.2307500956963975,0.064
